text,user_location,tweet_date,time,city,Sentimento_Score,Sentimento_Label,Tristeza,Alegria,Medo,Desgosto,Raiva
Que tristeza Morre de Covid19 o ator #JoãoAcaiabe Meus sentimentos a família #ChicoDeChiquititas,"Ribeirão Preto, Brasil",2021-04-01,05:20:45,Ribeirão Preto,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
eterno chef chico!! meu deus eu adorava essa chiquititas. descanse em paz 😭🙏,"Rio de Janeiro, Brazil",2021-04-01,05:19:30,Rio de Janeiro,0.39375,POSITIVE,0.0,0.39375,0.0,0.0,0.0
PORRA O JOÃO QUE FAZIA O CHEFE CHICO EM CHIQUITITAS MORREU DE COVID-19 FIQUEM EM CASA SEUS CORNOS #coronavirus,"Passo Fundo, Brasil",2021-04-01,05:38:38,Passo Fundo,0.5,POSITIVE,0.0,0.5,0.0,0.0,0.0
coronavirus eu so quero marcar o date em paz será que você poderia peloamordedeus dar licença se retirar sumir morrer,"Fortaleza, Brasil",2021-04-01,05:29:42,Fortaleza,-0.91875,NEGATIVE,1.0,0.21375,1.0,0.525,0.525
Agora é só trazer infectados de outros estados...Hipócrita!!! Vê se lembra de prestar contas ao STF.,"Guarapari, Brasil",2021-04-01,05:38:50,Guarapari,-0.175,MIXED,0.5075,0.525,0.245,1.0,0.77
SP encerra março com recorde de óbitos e casos por Covid-19 - Leia mais no site,"Araçatuba, Brasil",2021-04-01,05:35:07,Araçatuba,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Tô chorando dms,"Uberlândia, Brasil",2021-04-01,05:34:36,Uberlândia,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"To vendo os assuntos comentados e me deparo com isso, como assim gnt?? Que ele descanse em paz, toda vez que eu assistir Chiquititas vai ser com lágrimas nos olhos. 🥺😔","Salvador, Brasil",2021-04-01,05:35:40,Salvador,-0.21,MIXED,0.63,0.42,0.0,0.0,0.21
E socialista sabe trabalhar e fazer conta??? Socialidta sabe fumar maconha e odiar os donos de grandes fortunas. . #viva1964 #Brasil #COVID19 #coronavirus,"Rio de Janeiro, Brasil",2021-04-01,05:42:28,Rio de Janeiro,-0.21,MIXED,0.84,0.4,0.42,0.63,1.0
Alaska Airlines Junta-Se A Oneworld Oficialmente Depois De 89 Anos De Existência,"Rio de Janeiro, Brasil",2021-04-01,05:38:54,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Apenas 10 países possuem mais mortes por covid-19 que o estado de São Paulo | Brasil | iG,"Recife, Brasil",2021-04-01,05:36:49,Recife,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.525
Mano to triste vei VAI EMBORA CORONA DESGRAÇADO,"Três Lagoas, Brasil",2021-04-01,05:33:40,Três Lagoas,-0.7875,NEGATIVE,0.7875,0.0,0.7875,0.525,0.0
"“É preciso tomar muito cuidado com os indicadores de saúde, mas tb fazer uma campanha de conscientização muito forte p/ q as pessoas continuem a aderir a todas as maneiras de controle q sabemos q são efetivas"", diz o epidem. Mauro Sanchez #COVID19 #COVID","São Paulo, Brasil",2021-04-01,05:34:21,São Paulo,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Enquanto 3.000 pessoas são enterradas em sacos pretos, políticos se atacam mutuamente desesperados para emplacar nas próximas eleições, jornalistas divulgam fofocas sem checar a informação e artistas ensinam futilidades via Lives. Mas no mundo real...🚔💸🤯 #coronavirus #Covid19","São Paulo, Brasil",2021-04-01,05:36:55,São Paulo,-0.363125,MIXED,0.7,0.336875,0.7,0.7,0.0
Muito triste 😔😔,"Rio de Janeiro, Brasil",2021-04-01,05:33:52,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.525
Com 3.869 mortes em 24hrs algo pra nós dar esperança 🙏,"Ubatuba, Brasil",2021-04-01,05:55:17,Ubatuba,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"""As pessoas estão desdenhando de uma situação extremamente grave, não só para a nossa região, mas para o país e para o mundo”, desabafa #COVID19 #coronavirus","São Paulo, Brasil",2021-04-01,05:47:05,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"100% gatilhada pela covid-19 nessa madrugada o que a gente tá vivendo é extremamente triste e preocupante, eu to morrendo de medo","São Paulo, Brasil",2021-04-01,05:59:47,São Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"eu te odeio corona vírus, eu te odeio com todas as minhas forças.","São Paulo, Brasil",2021-04-01,06:03:15,São Paulo,-0.3125,MIXED,0.0,0.5625,0.0,1.0,1.0
"""Os óbitos estão aí, as UTIs lotadas, e as pessoas negam essa realidade em troca de uma cerveja, um bate-papo, sabendo q ela não vai poder ter + esse bate-papo se ela for parar numa UTI"" diz o infectologista Saulo Passos #COVID19 #coronavirus","São Paulo, Brasil",2021-04-01,05:47:04,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Acre fecha março com recorde de mortes por Covid-19 desde o início da pandemia: ‘alarmante’, diz médico","Acre, Brasil",2021-04-01,06:04:49,Acre,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
Gente alguém me fala que isso é mentira pelo amor de deus,"Conselheiro Lafaiete, Brasil",2021-04-01,05:44:13,Conselheiro Lafaiete,0.125,MIXED,0.15,0.375,0.0,0.15,0.15
"INNBC TOKEN CRIADO PELO CIENTISTA PESQUISADOR E DESENVOLVEDOR JONATHAN FIOR,PARA CURA DO CÂNCER E HIV E DA COVID-19 NO MUNDO PROJETO TOKENIZADO INOVADOR PARA O MUNDO LISTADA NA EXCHANGE E","Santos, Brasil",2021-04-01,05:52:15,Santos,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Campo Grande chega, de acordo com dados apresentados por , a 102% de ocupação de leitos. “O Estado todo está colapsado. Vamos abrir mais leitos? Existe um limite, mais do q criar leitos, é preciso diminuir a contaminação” #coronavirus #COVID19","São Paulo, Brasil",2021-04-01,05:54:00,São Paulo,0.22833333333333333,MIXED,0.5,0.43555555555555553,0.3333333333333333,0.3333333333333333,0.16666666666666666
"🌎 França terá lockdown em todo o país a partir de sábado, anuncia Macron: De acordo com o presidente, o país perderá o controle se medidas restritivas de enfrentamento à Covid-19 não forem adotadas com agilidade","Araraquara, Brasil",2021-04-01,06:00:33,Araraquara,-0.4375,NEGATIVE,0.4375,0.0,0.525,0.525,0.2625
Alaska Airlines Junta-Se A Oneworld Oficialmente Depois De 89 Anos De Existência,"Rio de Janeiro, Brasil",2021-04-01,05:44:26,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Sobre as entregas da Pfizer, atrasadas:","Rio de Janeiro, Brasil",2021-04-01,05:57:57,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Gente não dá pra anunciar quantas vidas foram salvas? Ajuda a diminuir um pouco o medo dos ansiosos... 3:01 da manhã e eu tô em prantos.,"São Paulo, Brasil",2021-04-01,06:02:00,São Paulo,0.25,POSITIVE,0.3,0.375,0.0,0.0,0.0
Visão do Brasil lá fora. #Bolsonaro300Mil,"Guarulhos eSão Paulo,SP,Brasil",2021-04-01,05:53:57,Guarulhos eSão Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Flybondi Inicia Operações No Aeroparque Para Todos Os Destinos Nacionais,"Rio de Janeiro, Brasil",2021-04-01,05:53:53,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
#AgênciaGBC Rio Grande do Sul chega perto da marca de 20 mil mortos pelo coronavírus,"Canoas, Brasil",2021-04-01,06:00:00,Canoas,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
O tio Chico da 2 versão de chiquititas nos deixou tbm. Puta notícia triste! Os dois se foram em pouco tempo... deixaram vários corações marcados com seus trabalhos ♥️😓,"Rio de Janeiro, Brasil",2021-04-01,05:56:47,Rio de Janeiro,-0.6,NEGATIVE,0.6,0.0,0.0,0.0,0.0
"Se a pessoa não foi capaz de sofrer por 10, 1000, 2000 ou 3869 mortes por #COVID19, ela não terá! Nem mesmo quando seu pai ou mãe morrer. Receio que esses, infelizmente sejam os - de 30% que ainda apoiam o genocida. São minoria. #ForaBolsonaro #ImpeachmentBolsonaroUrgente","São Carlos, Brasil",2021-04-01,06:20:17,São Carlos,-0.36083333333333334,MIXED,0.5208333333333334,0.4725,0.4166666666666667,0.4166666666666667,0.625
"A pref de SP definiu q as aulas presenciais serão retomadas a partir de 12 de abril, se a fase emergencial se encerrar no dia 11, como está previsto #coronavirus #COVID","São Paulo, Brasil",2021-04-01,06:32:32,São Paulo,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
É viramos piada internacional. Não que seja eu contra as orações e atitudes de fé.,"Recife, Brasil",2021-04-01,06:19:44,Recife,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"A PF tem que investigar as mortes por Covid19, exumar corpos, colocar governadores e prefeitos na cadeia!!!","São Paulo, Brasil",2021-04-01,06:08:48,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,0.825,0.4125
Eterno tio Barnabé. Descanse em paz,"Rio de Janeiro, Brasil",2021-04-01,06:10:55,Rio de Janeiro,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"Na prática, portanto, em SP a maior parte das escolas particulares deve permanecer fechada na próxima semana, e as municipais não serão abertas porque a prefeitura está operando com vale-alimentação para os alunos #coronavirus #COVID","São Paulo, Brasil",2021-04-01,06:32:33,São Paulo,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
Grande ator. Mais um que se vai do mundo da arte!! Descanse em paz! Será eterno companheiro,"Rio de Janeiro, Brasil",2021-04-01,06:21:30,Rio de Janeiro,0.615625,POSITIVE,0.0,0.615625,0.0,0.0,0.0
Pesquisa coordenada pela USP aponta q o índice de infecções pelo #coronavirus em atletas de torneios da Fed Paulista de Futebol na temporada passada é semelhante ao de profissionais de saúde q atuam na linha de frente de combate à pandemia,"São Paulo, Brasil",2021-04-01,06:11:09,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"A parada é tão calamitosa, que no mês de abril se continuar nesse patamar de mortes por covid19, sendo muito simples o cálculo de + ou - 100 mil mortes até o dia 30. É inacreditável o que esse governo do Bolsonaro e de seus amiguinhos (deputados/senadores/governadores/prefeitos)","Niterói,Brasil",2021-04-01,06:07:28,Niterói,-1.0,NEGATIVE,1.0,0.0,0.7875,0.525,0.2625
"“Não podemos nem pensar nisso agora, estamos no auge da crise. A gente tem q ter umas 4 semanas de estabilidade p/ pensar em reabertura, eu acho. Não dá para fazer isso agora”, disse o infectologista Unaí Tupinambás #COVID19 #coronavirus #COVID","São Paulo, Brasil",2021-04-01,06:06:58,São Paulo,-0.4375,MIXED,0.6125,0.175,0.735,0.49,0.245
"LISTEM O TOKEN INNBC,TOKEN CRIADO PARA SALVAR A HUMANIDADE DO CÂNCER HIV E COVID-19","Santos, Brasil",2021-04-01,06:08:00,Santos,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
mds eu to tão triste 😭,"São Paulo, Brasil",2021-04-01,06:23:57,São Paulo,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,1.0
"Brasil pode ter no fim de maio mesmo número de mortes por covid-19 registrado em 2020, aponta estudo. #pandemia #fiqueemcasa #vemvacina","São Paulo, Brasil",2021-04-01,06:45:03,São Paulo,-1.0,NEGATIVE,1.0,0.15,1.0,1.0,0.25
🌎 Mais um recorde: Chegamos a 3.950 novos óbitos por Covid-19 nas últimas 24h: Foram registradas 90.638 novas contaminações nas últimas 24h,"Araraquara, Brasil",2021-04-01,07:00:33,Araraquara,0.39375,POSITIVE,0.0,0.39375,0.0,0.0,0.0
Covaxin: Anvisa rejeita pedido do Ministério da Saúde para importar vacina contra Covid-19,"São Paulo, Brasil",2021-04-01,07:00:16,São Paulo,-0.7875,NEGATIVE,0.65625,0.285,0.7875,0.65625,0.2625
Mds n aguento mais meu Deus isso,"São Luís, Brasil",2021-04-01,06:56:56,São Luís,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Foi ai embora minha infância,"Timóteo, Brasil",2021-04-01,06:35:54,Timóteo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Um erro humano em uma fábrica de Baltimore, nos Estados Unidos, teria causado a perda de 15 milhões de doses da vacina da Johnson &amp; Johnson contra a covid-19. A informação é do NEW YORK TIMES #COVID19 #coronavirus","São Paulo, Brasil",2021-04-01,06:40:16,São Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Hoje tá fogo...deu saudades de muita coisa...deu saudades da mãe e do pai, da vo e do vo...e do Pedro...ele é o meu neto...😭😭😭 #galega #COVID19 #confinamento #quarentena #DistanciamientoSocial #BolsonaroTeOdeio","Florianópolis, Brasil",2021-04-01,06:58:41,Florianópolis,-0.47458333333333336,MIXED,0.6452083333333334,0.170625,0.0,0.0,0.748125
Maldição coronavirus maldição consiguir nadaaa,"Franca, Brasil",2021-04-01,06:47:32,Franca,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"Seg o NYT, a fábrica administrada pela Emergent BioSolutions produzia duas vacinas contra o #coronavirus e, acidental/e, misturou ingredientes delas há algumas semanas. Isso teria, além de arruinado a produção, atrasado a autorização das linhas de produção","São Paulo, Brasil",2021-04-01,06:40:17,São Paulo,0.0,MIXED,0.2,0.42,0.19,0.21,0.21
chorei e não foi pouco 🥺☹️,"Taubaté, Brasil",2021-04-01,06:50:40,Taubaté,-0.525,NEGATIVE,0.7875,0.1425,0.0,0.0,0.0
Opinião – Vinicius Torres Freire: Entenda o motivo do atraso ainda maior da vacinação contra a Covid-19 #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,07:03:18,Barra dos Coqueiros,-0.7875,NEGATIVE,0.7875,0.0,0.0,0.2625,0.2625
Lançamentos do Apple TV+ em abril tem documentário sobre pandemia de COVID-19,"Rio de Janeiro, Brazil",2021-04-01,07:05:47,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Bolsonaro zombou da pandemia #COVID19, mesmo qdo ela levou o sistema de saúde do Brasil ao colapso. Ele ridicularizou os legisladores da oposição, q buscam seu impeachment. Seu principal rival é volta à arena política , ameaçando uma tentativa de reeleição","São Paulo, Brasil",2021-04-01,07:01:24,São Paulo,-0.5166666666666667,NEGATIVE,0.6833333333333333,0.45,0.6354166666666666,0.5520833333333334,0.46875
Rússia registra primeira vacina do mundo contra covid-19 para animais,"Santos, Brasil",2021-04-01,07:05:37,Santos,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
Professora e filha morrem com intervalo de 12 horas por complicações da covid-19,"Santos, Brasil",2021-04-01,07:05:35,Santos,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Vacinação contra Covid-19 para jovens adultos na Guiana Francesa atrai brasileiros #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,07:03:20,Barra dos Coqueiros,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Covid-19 mata pai e filho com um dia de diferença no interior de MG. Liane e Matheus Ferraz, da cidade de Joaíma, tinham histórico de problemas de saúde e foram internados no início do mês.","Fortaleza, Brasil",2021-04-01,07:10:30,Fortaleza,-0.65,NEGATIVE,1.0,0.45,1.0,0.7625,0.25625
"covid eu te odeio muito, muito mesmo. vai se fuder doença maldita","São Paulo, Brasil",2021-04-01,07:14:03,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,0.8875,0.75625
Foram realizados 5.700 testes rápidos e sorológicos nas zonas urbanas e rurais de 15 municípios sergipanos,"Sergipe, Brasil",2021-04-01,07:20:01,Sergipe,0.39375,POSITIVE,0.0,0.39375,0.0,0.0,0.0
"Fora do grupo de risco, 899 bebês morreram pela Covid-19 no Brasil em 2020","Santos, Brasil",2021-04-01,07:05:36,Santos,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
"Excelente, Ministro! Essa basta uma dose. A população precisa ser vacinada para que o covid19 seja contido.","Belo Horizonte, Brasil",2021-04-01,07:43:29,Belo Horizonte,0.5308333333333334,MIXED,0.175,0.7058333333333333,0.175,0.0,0.175
"Marco de 2021, o mês do horror. E o que faz o genocida? Quer comemorar outro horror, que foi a Ditadura militar, página sangrenta da história do Brasil. Tchau, março! 👉🏽Março se encerra como pior mês da pandemia com recorde de mortes","Bahia, Brasil",2021-04-01,07:41:14,Bahia,-0.625,NEGATIVE,0.625,0.0,0.625,0.0,0.0
"Assista a ""Por que a covid-19 piora no Chile, apesar da vacinação em massa"" no YouTube","Tubarão, Brasil",2021-04-01,07:34:44,Tubarão,-0.7875,NEGATIVE,0.65625,0.0,0.7875,0.65625,0.2625
Rússia sai na frente e registra 1ª vacina contra Covid-19 para animais,"João Pessoa, Brasil",2021-04-01,07:37:09,João Pessoa,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"#Vidente Abril será um mês com mais morte por covid-19 chagara a 4,2 mil mortes por dia","Serra, Brasil",2021-04-01,07:44:19,Serra,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Mortes em 24h no Brasil batendo quase 4000... Não há sanidade mental que aguente muito 😞,"Rio de Janeiro, Brasil",2021-04-01,07:49:55,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.1425,0.0,1.0,0.525
"Bolsonaro afirmou (em 22/03/20) que a previsão do governo era de que o número de mortes pela Covid-19 no Brasil não superaria o número de 800. Ontem, tivemos 800 mortes registradas em menos de 5 HORAS. No total, já são mais de 320.000 vidas perdidas. #BolsonaroDay #DiaDoMinto","São Paulo, Brasil",2021-04-01,07:39:21,São Paulo,-0.9208333333333333,NEGATIVE,0.9208333333333333,0.0,0.7875,0.525,0.2625
"3 lockdown.... Eu acho engraçado que aqui no Brasil existe uma fascinação com tudo que é importado, pq a galera não se fascina com lockdown tbm?","Niterói, Brasil",2021-04-01,07:52:36,Niterói,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"O Instituto Butantan em São Paulo está trabalhando energicamente, com 300 funcionários divididos em 4 turnos, para acelerar o processo da primeira vacina contra Covid-19 produzida no Brasil. Mas não é só o instituto que está atrás de uma vacina nacional.","Barretos, São Paulo, Brasil",2021-04-01,08:03:00,Barretos São Paulo,-0.7276041666666667,MIXED,0.9625,0.2853125,1.0,0.9625,0.240625
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19 &gt;","São Paulo, Brasil",2021-04-01,07:48:03,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Status Update 250 reais de auxílio (caso você receba) 2021: Pão e Coronavirus pra todo mundo,"São Paulo, Brasil",2021-04-01,07:56:01,São Paulo,-0.25,MIXED,0.875,0.45,1.0,0.875,0.5
"Segundo a CNN, empresa que emprega esse IDIOTA, 1 a cada 5 brasileiros internados por COVID19, chegam ao óbito! Aí, vem um cretino desse, negacionista safado, querendo aparecer e fazer sala pra esse bando de gado FDP!","Recife, Brasil",2021-04-01,07:47:51,Recife,-0.78125,NEGATIVE,0.78125,0.0,0.0,0.78125,1.0
"meu vizinho faleceu por decorrência do covid19... ah, que tristeza, meu Deus! 😭","Ibituruna, Brasil",2021-04-01,08:01:18,Ibituruna,-1.0,NEGATIVE,1.0,0.0,0.525,0.2625,0.65625
Aqui na minha cidade os jornais e a prefeitura diz ter 115 óbitos decorrentes de covid19. Agora como saber se é verdade? Não conheço e ninguém que conheço tem algum conhecido que foi a óbito por covid19. Deveria existir uma agência de checagem para contabilizar as vítimas.,"Poços de Caldas, Brasil",2021-04-01,08:26:31,Poços de Caldas,-0.4658333333333333,MIXED,0.7,0.3675,0.8333333333333334,0.7,0.175
"🇧🇷💉 O Ministério da Saúde já fez a distribuição de quase 35 milhões de doses de imunizantes contra a Covid-19 aos estados brasileiros. Mais de 18 milhões de vacinas foram aplicadas, 14 milhões referentes à 1ª dose e 4 milhões à 2ª. Fonte: Ministério da Saúde","São Paulo, Brasil",2021-04-01,08:30:47,São Paulo,0.25,POSITIVE,0.0,0.25,0.0,0.0,0.0
Roberto Cabrini mostra impacto da crise da covid-19 nas comunidades pobres do Brasil (Domingo Espetacular 28/03/2021),"Barretos, São Paulo, Brasil",2021-04-01,08:17:54,Barretos São Paulo,0.065625,NEUTRAL,0.4275,0.984375,0.7125,0.35625,0.1425
"Ainn q isso essa doença está acabando cmg Jesus, fez um belo papel na Chiquititas , marcou minha infância! 😢🤍","Rio de Janeiro, Brasil",2021-04-01,08:14:29,Rio de Janeiro,0.68125,POSITIVE,0.0,0.68125,0.0,0.0,0.0
Quem quiser casar em MS é só chamar essa promotora aqui de convidado.,"Fortaleza, Brasil",2021-04-01,08:36:57,Fortaleza,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"o brasil batendo novo recorde com quase 4k de mortes pelo covid-19 em 1 dia, faça alguma coisa pelo amor de deussssss","Natal, Brasil",2021-04-01,08:32:46,Natal,0.4375,POSITIVE,0.0,0.4375,0.0,0.0,0.0
"Estranho, não??","Rio de Janeiro, Brasil",2021-04-01,08:19:38,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Mais recusado do que eu pelas mulheres, só vacinas para covid-19 pelo","Sao Paulo, Brazil",2021-04-01,08:31:57,Sao Paulo,-0.525,NEGATIVE,0.525,0.0,0.0,0.0,0.525
AL atinge a marca de 8.101 altas de pacientes com Covid-19 internados na rede pública,"Alagoas, Brasil",2021-04-01,08:11:40,Alagoas,-1.0,NEGATIVE,0.65625,0.0,0.7875,1.0,0.2625
AL contabiliza mais de 8 mil altas de pacientes com Covid-19 internados na rede pública,"Alagoas, Brasil",2021-04-01,08:03:12,Alagoas,-1.0,NEGATIVE,0.65625,0.0,0.7875,1.0,0.2625
Fez parte da minha infância todinha.🥺🥺,"Niterói, Brasil",2021-04-01,08:35:30,Niterói,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Pedidos de vagas de UTI para Covid-19 via Defensoria disparam e chegam até mesmo a delegacia,"Rio de Janeiro, Brasil",2021-04-01,08:25:26,Rio de Janeiro,-0.525,NEGATIVE,0.39375,0.0,0.525,0.39375,0.2625
O que mais precisa acontecer? Parece um pesadelo q não acaba... Quero acordar 😔,"Espírito Santo, Brasil",2021-04-01,08:31:21,Espírito Santo,-0.525,NEGATIVE,0.7875,0.0,0.2625,0.0,0.2625
"A alienação e pânico geram essas memórias distorcidas da realidade. Pessoas com o seu mesmo senso de realidade irão dizer no futuro que a Covid-19 foi um plano comunista para derrubar o alecrim dourado, vulgo bolsonaro.","Santa Cruz do Sul, Brasil",2021-04-01,08:04:50,Santa Cruz do Sul,0.40208333333333335,POSITIVE,0.0,0.5229166666666667,0.0,0.145,0.0
Pai e filha morrem de Covid-19 em um intervalo de menos de 48 horas em Natal,"João Pessoa, Brasil",2021-04-01,08:43:41,João Pessoa,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
E n é coçando os sacos que o BR vai vencer o #COVID19,"Salvador, Brasil",2021-04-01,08:59:03,Salvador,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
Não respire o ar alheio: como evitar o coronavírus em ambientes fechados,"Teresina, Brasil",2021-04-01,08:53:33,Teresina,-0.7875,NEGATIVE,0.721875,0.0,0.7875,0.65625,0.2625
"O ator João Acaiabe, de 76 anos, morreu na madrugada desta quinta (1), de Covid-19. A informação foi confirmada por amigos. João estava no ar em Chiquititas, no SBT, como o Chef Chico. 😪 #JoaoAcaiabe #Covid19 #Luto","São Paulo, SP, Brasil",2021-04-01,08:42:35,São Paulo,0.7145833333333333,MIXED,0.175,0.8895833333333333,0.0,0.0,0.0
que pena que ninguém tá avisando.,"Cocal do Sul, Brasil",2021-04-01,08:45:29,Cocal do Sul,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Pai e filha morrem de Covid-19 em um intervalo de menos de 48 horas em Natal,"João Pessoa, Brasil",2021-04-01,08:44:20,João Pessoa,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"daqui a pouco tamo chegando a 4 mil... Cara, eu tô ----","Rio de Janeiro, Brasil",2021-04-01,08:46:59,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Cambada dê Otarios Acéfalos!!!#DitaduraNãoSeComemora,"São Paulo, Brasil",2021-04-01,08:51:18,São Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Prefeitos pedem apoio internacional para enfrentar a pandemia.,"São Paulo, Brasil",2021-04-01,08:55:44,São Paulo,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
Brasil bate recorde e registra 3.869 mortes por Covid-19 nas últimas 24h,"João Pessoa, Brasil",2021-04-01,08:46:41,João Pessoa,-1.0,MIXED,1.0,0.15,0.75,0.5,0.25
Bom dia Unica forma de combater o coronavirus é a vacina temos que ter mais vacinas #bomdiadf,"Brasília, Brasil",2021-04-01,09:09:04,Brasília,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
ENFIARAM O GENERAL NO FIOFÓ DE CLOROQUINA DO GENOCIDA!!!! Bolsonaro dá comando do Exército a general que freou pandemia nos quartéis com distanciamento social | Atualidade | EL PAÍS Brasil,"Rio de Janeiro, Brasil",2021-04-01,09:09:37,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.1425,1.0,1.0,0.7875
Cotia voltará a vacinar contra coronavírus na próxima semana,"Cotia, Brasil",2021-04-01,09:02:09,Cotia,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"Ano passado eu achei que o início do covid-19 tinha estragado meu aniversário, esse ano percebi que fui eu ""eee parabéns pra mim"" 🤡","Estrela Dalva, Brasil",2021-04-01,09:07:17,Estrela Dalva,-0.5,MIXED,1.0,0.45,1.0,1.0,0.25
Oi Já se vacinou? E o #gado?,"Curitiba, Brasil",2021-04-01,08:59:20,Curitiba,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Descanse em paz, João Acaiabe. Eterno Chefe Chico de Chiquititas. Marcou minha infância todinha, queria que fosse só uma pegadinha de primeiro de abril. Mais uma vida levada pela COVID-19 😭","Conselheiro Lafaiete, Brasil",2021-04-01,09:12:08,Conselheiro Lafaiete,0.1925,MIXED,0.8166666666666667,0.5405555555555556,0.8333333333333334,0.7,0.4083333333333333
"Hoje, 1º de Abril, é o Dia da Mentira. Eu espero que, pelo menos esse ano, a mídia não brinque; em memória das vítimas e, também, para não perdermos o foco na luta contra o Coronavírus. #brasil #COVID19","Salvador, Bahia, Brazil",2021-04-01,09:11:34,Salvador Bahia,-0.525,NEGATIVE,0.525,0.0,0.0,0.0,0.0
VOCÊS NÃO TÃO ENTENDENDO A GRÁVIDADE DO COVID-19 AQUI NA MINHA CIDADE A GENTE TÁ BATENDO UMA QUANTIDADE ABSURDA DE CASOS,"Medianeira, Brasil",2021-04-01,09:10:52,Medianeira,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
+ Esse dado saiu de um estudo de modelagem de dados do Imperial College London sobre prever diferentes cenários pra COVID-19 em todo mundo. Ele não tirou nada da cabeça dele. Só repassou uma informação +,"ES, Brasil",2021-04-01,09:08:31,,0.315,MIXED,0.175,0.49,0.0,0.0,0.0
Monitor do coronavírus – Lagom Data,"Porto Alegre, Brasil",2021-04-01,09:05:25,Porto Alegre,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.25
Países criticam falta de transparência sobre origem do coronavírus,"Cotia, Brasil",2021-04-01,09:01:31,Cotia,-0.525,NEGATIVE,0.525,0.0,0.39375,0.2625,0.2625
